Caption,Description,Id,Session
"Menke, George; commend",HR 829,34309,2011_12
"Pulliam-Davis, Barbara; commend",HR 830,34310,2011_12
"Neal, Lauren; commend",HR 831,34311,2011_12
"Menke, Julie; commend",HR 832,34312,2011_12
"Meng, Sandra; commend",HR 833,34313,2011_12
"Starling, Ronald & Virginia; 75th wedding anniversary; recognize",HR 834,34314,2011_12
"Mitchell, Russ; commend",HR 835,34315,2011_12
"Hester, Ellen; commend",HR 836,34316,2011_12
"Fedelem, Chris; commend",HR 837,34317,2011_12
"Jones, Tyron; commend",HR 838,34318,2011_12
"Furino, Toni; commend",HR 839,34319,2011_12
"Carter, Joe; commend",HR 840,34320,2011_12
"Gray, Carson Davis; commend",HR 841,34321,2011_12
"Denson, Thornton John; commend",HR 842,34322,2011_12
"Gambill, Mr. Matthew Harris; commend",HR 843,34323,2011_12
"Harbin Clinic; Rome, Georgia; commend",HR 844,34324,2011_12
"Lewis, Mr. Thomas C.; commend",HR 845,34325,2011_12
"Edwards, Reverend Joe E.; commend",HR 846,34326,2011_12
"Mote, Mr. Steve; commend",HR 847,34327,2011_12
"Gillham, Ms. Cortney; commend ",HR 848,34328,2011_12
"Yancey, Mr. Kevin; commend",HR 849,34329,2011_12
"Sikes, Mrs. Misti; commend",HR 850,34330,2011_12
"Webb, Ms. Melissa; commend",HR 851,34331,2011_12
"Lee, Jared; commend",HR 852,34332,2011_12
"Smith, Ms. Diane; commend",HR 853,34333,2011_12
"Bigham, Mr. Randall; commend",HR 854,34334,2011_12
"King, Debbie; commend",HR 855,34335,2011_12
Delta Sigma Theta Sorority; Sigma Chapter; 80th anniversary; recognize,HR 856,34336,2011_12
"Calloway, Pastor Stanley; commend",HR 857,34337,2011_12
"Smith, Mrs. Ola Mae Richardson; condolences",HR 858,34338,2011_12
"Polk, Dr. Marcus; commend",HR 859,34339,2011_12
"Love, Francis McIntire; commend",HR 860,34340,2011_12
"Myer, John Ownby; commend",HR 861,34341,2011_12
"Oglesby, William Martin; commend",HR 862,34342,2011_12
"Fallon, Frank Hare; commend",HR 863,34343,2011_12
"Wilby, Taylor Blakeslee; commend",HR 864,34344,2011_12
"O'Callaghan; Ben Lacy, III; commend",HR 865,34345,2011_12
"Cox, Devin Hawkins; commend",HR 866,34346,2011_12
"Chapman, John Carter; commend",HR 867,34347,2011_12
"Connelly, Robert Alexander; commend",HR 868,34348,2011_12
"Tigner, Darnell B.; commend",HR 869,34349,2011_12
"Storrs, Dennis Benjamin; commend",HR 870,34350,2011_12
"Bouck, Daniel Lee, Jr.; commend",HR 871,34351,2011_12
"Portwood, Henry Randall, Jr.; commend",HR 872,34352,2011_12
"Davenport, Thomas Frederick, IV; commend",HR 873,34353,2011_12
"Rue, Daniel Nelson; commend",HR 874,34354,2011_12
"Muhlenberg, Reverend Henry M.; 300th anniversary of birth; recognize",HR 875,34355,2011_12
"Berrong, Reverend Stan; commend",HR 876,34356,2011_12
"Scroggs, Amy; commend",HR 877,34357,2011_12
"Sanders, Ms. Jane; commend",HR 878,34358,2011_12
"Transportation, Department of; prioritize certain projects; urge",HR 879,34370,2011_12
House Study Committee on Open Loop Geothermal Heating and Cooling Systems; create,HR 880,34373,2011_12
County functions; incorporated and unincorporated areas; limit - CA,HR 881,34374,2011_12
"Taylor, Mr. Fred Douglass; commend",HR 882,34386,2011_12
"Eagar, Mrs. Patty; commend",HR 883,34387,2011_12
"Johnson, Matthew; commend",HR 884,34388,2011_12
"Dallis, Angela; commend",HR 885,34389,2011_12
"Robinson, Laurie; commend",HR 886,34390,2011_12
"Johnston, Dr. Linda M.; commend",HR 887,34391,2011_12
"Kuykendall, Dr. Mae; commend",HR 888,34392,2011_12
"Rowe, Abi; commend",HR 889,34393,2011_12
"Basso, Kim; commend",HR 890,34394,2011_12
"Fuller, Christy; commend",HR 891,34395,2011_12
"Allen, Mr. Marcus; commend",HR 892,34396,2011_12
"Dudley, Traci; commend",HR 893,34397,2011_12
"Marchman, Kristie; commend",HR 894,34398,2011_12
"Hovet, Sierra; commend",HR 895,34399,2011_12
"Yelvington, Paige; commend",HR 896,34400,2011_12
"Johnson, Ms. DiAnne; commend",HR 897,34401,2011_12
"Thomas, Mr. Nello; commend",HR 898,34402,2011_12
"Gaddy, Janet; commend",HR 899,34403,2011_12
"Leiden, Mr. Eric; commend",HR 900,34404,2011_12
"Bryan, Dawn; commend",HR 901,34405,2011_12
"Pruitt, Mr. Steve; commend",HR 902,34408,2011_12
"Tau, Mr. Jim; commend",HR 903,34409,2011_12
"Xiao, Wendy; commend",HR 904,34410,2011_12
"Edwards, Mr. George; commend",HR 905,34411,2011_12
"Adams, Brenda; commend",HR 906,34412,2011_12
Buy Bartow-Work Bartow Campaign; recognize,HR 907,34413,2011_12
"Moore, Terry; commend",HR 908,34414,2011_12
"Johnson, Ms. Ashley; commend",HR 909,34415,2011_12
"Medders, Trip; commend",HR 910,34416,2011_12
"Medders, Emmy; commend",HR 911,34417,2011_12
"Hall, Anna; commend",HR 912,34418,2011_12
"Hagler, Devan; commend",HR 913,34419,2011_12
"Filpovich, Ms. Jewel; commend",HR 914,34420,2011_12
"Collins, Mr. Britt Taylor; commend",HR 915,34421,2011_12
"Christian, Officer Elmer ""Buddy"" Basco, III; condolences",HR 916,34422,2011_12
"Jones, Honorable Steve C.; commend",HR 917,34423,2011_12
"McCall, Mr. James Dillard ""Dick""; commend",HR 918,34424,2011_12
Dublin-Laurens County Chamber of Commerce; recognize,HR 919,34425,2011_12
"Hampton, Kim; commend",HR 920,34426,2011_12
"Casey, Delta; commend",HR 921,34427,2011_12
"Sturkey, Ann; commend",HR 922,34428,2011_12
"Rosché, Mr. Geoff; commend",HR 923,34429,2011_12
"Phillips, Kim; commend",HR 924,34430,2011_12
"Josey, Tarynn; commend",HR 925,34432,2011_12
"Cato, Mr. John; commend",HR 926,34433,2011_12
"McGowan, Margaret; commend",HR 927,34434,2011_12
"Denniss, Julia Maria; commend",HR 928,34435,2011_12
"Cason, Dana; commend",HR 929,34436,2011_12
"Powell, Christa; commend",HR 930,34437,2011_12
"Jackson, Mr. Roosevelt; commend",HR 931,34438,2011_12
"Radford, Michelle; commend",HR 932,34440,2011_12
"Tarleton, Vicki; commend",HR 933,34441,2011_12
"Hines, Leanne; commend",HR 934,34442,2011_12
"Gantt, Elaine; commend",HR 935,34443,2011_12
"Lindsey, Suzanne; commend",HR 936,34444,2011_12
"Griffin, Mandy; commend",HR 937,34445,2011_12
"Buchanan, Ms. Kim; commend",HR 938,34446,2011_12
"Blair, Erika M.; commend",HR 939,34447,2011_12
"Bellew, Mrs. Cissy; commend",HR 940,34448,2011_12
"Coleman, Lieutenant Colonel Richard ""Stock"" C.; condolences",HR 941,34449,2011_12
"Mashburn, Mr. Tyler; commend",HR 942,34450,2011_12
"Cassada, Melissa; commend",HR 943,34451,2011_12
"Buchanan, Mr. Chad; commend",HR 944,34452,2011_12
"Morie, Mr. William F. ""Bill"", III; commend",HR 945,34454,2011_12
"Collins, Mr. Larry; commend",HR 946,34455,2011_12
"Lewis, Mr. Roy; commend",HR 947,34456,2011_12
"Unpingco, Mr. Ray; commend",HR 948,34457,2011_12
"Lamar, Beth; commend",HR 949,34458,2011_12
"Gordy, Mr. Josh; commend",HR 950,34460,2011_12
"Loe, Dr. Cindy; commend",HR 951,34461,2011_12
"Moreno, Ms. Bobbi Lyn; commend",HR 952,34463,2011_12
"LeCain, Mr. Ken; commend",HR 953,34464,2011_12
Lou Walker Senior Center Choir; commend,HR 954,34465,2011_12
Madison County; commend,HR 955,34466,2011_12
"Rodgers, Matthew Parker; commend",HR 956,34467,2011_12
"Hall, Dr. James Benito, MPH, PhD, Drs. Ph; commend",HR 957,34468,2011_12
Columbia High School Eagles basketball team; commend,HR 958,34469,2011_12
"Scott, Ms. Megan Ford; commend",HR 959,34470,2011_12
"LaTour, Mr. Nick; condolences",HR 960,34471,2011_12
"Strickland, Mr. Nathaniel; condolences",HR 961,34472,2011_12
"Robie, Mrs. Odelle Wynelle; condolences",HR 962,34473,2011_12
"Bailey, Ms. Betty; commend",HR 963,34474,2011_12
"Workman, Phillips; commend",HR 964,34475,2011_12
"Colbert, Tabitha Lynn; commend",HR 965,34476,2011_12
"Berner, Ms. Catherine; commend",HR 966,34477,2011_12
"Wingfield, Mr. Edward Henry; condolences",HR 967,34478,2011_12
"Vining, Marci; commend",HR 968,34479,2011_12
Georgia Work Ready program; Mr. Joe Bush; recognize,HR 969,34480,2011_12
"Carter, Walter Thomas; Monroe County Fire Chief; retirement; recognize",HR 970,34481,2011_12
Buford High School softball team; congratulate,HR 971,34491,2011_12
"Mattox, Vicki; commend",HR 972,34482,2011_12
"Newman, Reverend H. Ray, Sr.; commend",HR 973,34483,2011_12
"Boynton, Amy; commend",HR 974,34484,2011_12
"Savage, Mr. Chris; commend",HR 975,34485,2011_12
Willingway Hospital; Homecoming celebration; recognize,HR 976,34486,2011_12
Legal services for indigent; dedicate existing fees; provide - CA,HR 977,34490,2011_12
"Kendrick, Reverend James; commend",HR 978,34500,2011_12
"Forrester, Mr. Whitfield R.; commend",HR 979,34501,2011_12
"Johanson, Mr. Eric; Coosa High School's 2011 STAR Teacher; commend",HR 980,34502,2011_12
"Heida, Mary Francis; Model High School's 2011 STAR Student; commend",HR 981,34503,2011_12
"Curen, Jared Van; Coosa High School's 2011 STAR Student; commend",HR 982,34504,2011_12
"Burnham, Mrs. Leigha; Armuchee High School's 2011 STAR Teacher; commend",HR 983,34553,2011_12
"Bettler, Hope; Armuchee High School and Floyd County School System 2011 STAR Student; commend",HR 984,34505,2011_12
"Musick, Evan; Pepperell High School's 2011 STAR Student; commend",HR 985,34506,2011_12
"McGraw, Dr. Robert; Pepperell High School's 2011 STAR Teacher; commend",HR 986,34507,2011_12
"Greer, Mrs. Jennifer; Model High School's 2011 STAR Teacher; commend",HR 987,34508,2011_12
"Saxon, Mrs. Annie Howard; commend",HR 988,34509,2011_12
Civil War; 150th anniversary; recognize,HR 989,34510,2011_12
"Camera, Elliott; 2011 W.E.B. Du Bois Scholar; commend",HR 990,34511,2011_12
"Davis, Julia; 2011 W.E.B. Du Bois Scholar; commend",HR 991,34512,2011_12
"Harris, Asha; 2011 W.E.B. Du Bois Scholar; commend",HR 992,34513,2011_12
"Smith, Kevin; 2011 W.E.B. Du Bois Scholar; commend",HR 993,34514,2011_12
"Daley, Danielle; 2011 W.E.B. Du Bois Scholar; commend",HR 994,34515,2011_12
"Bansley, Ms. Marcia; commend",HR 995,34516,2011_12
"Brain Tumor Foundation For Children, Inc.; May as Brain Tumor Awareness Month; commend",HR 996,34517,2011_12
"Brown, Mr. Arthur Lee; commend",HR 997,34519,2011_12
"Domahidy, Mary R., PhD.; commend",HR 998,34518,2011_12
"Hall, Mrs. Lynnette Lachelle Shephard; condolences",HR 999,34520,2011_12
"Cashin, Jr., Dr. John L.; condolences",HR 1000,34521,2011_12
"Elliott, Tyron; condolences",HR 1001,34522,2011_12
"Bishop, Dr. Eugene M.; condolences",HR 1002,34523,2011_12
"Willis, Wesley Y.; commend",HR 1003,34524,2011_12
"Clark, Dr. L. Jack; condolences",HR 1004,34525,2011_12
Crisp Academy girls basketball team; GISA Class A State Championship; commend,HR 1005,34526,2011_12
"Sheppard, Ross; commend",HR 1006,34527,2011_12
"Harbin, Diane; 25th Annual Heart of the Community Award Winner; commend",HR 1007,34528,2011_12
"Lewis, Angie; 25th Annual Heart of the Community Award Winner; commend",HR 1008,34529,2011_12
"Jackson, Sr., Alvin; 25th Annual Heart of the Community Board of Governors' Award Winner; commend",HR 1009,34530,2011_12
"Wilson, Mrs. Beth; commend",HR 1010,34531,2011_12
"James, William; commend",HR 1011,34532,2011_12
"Lanier, Sylvia; commend",HR 1012,34533,2011_12
"Pruett, Betsy; commend",HR 1013,34534,2011_12
"Allred, Jimmy; commend",HR 1014,34535,2011_12
"Watters, Sam; commend",HR 1015,34536,2011_12
"Lathem, Mary; commend",HR 1016,34537,2011_12
"Alexander, Tiffani; commend",HR 1017,34552,2011_12
Ola High School Band; commend,HR 1018,34538,2011_12
"Carter, Camera; commend",HR 1019,34539,2011_12
Henry County Water and Sewerage Authority; recognize,HR 1020,34540,2011_12
"Goggans, Briggs Arno; condolences",HR 1021,34541,2011_12
Moot Court Team of the Georgia State University College of Law; recognize,HR 1022,34542,2011_12
"Bradshaw, Wayne; condolences",HR 1023,34543,2011_12
"Crowell, Mrs. Carol Ethridge; condolences",HR 1024,34544,2011_12
"Goebeler, Mr. Nicholas Joseph; commend",HR 1025,34545,2011_12
"Moore, Ms. Maya; commend",HR 1026,34546,2011_12
"James, Mr. Christopher; commend",HR 1027,34547,2011_12
Russell Space Center Program's STS-13 Mission; commend,HR 1028,34548,2011_12
"Ramsey, Mrs. Becky; commend",HR 1029,34549,2011_12
Upward Sports Ministry of Smyrna First Baptist Church; commend,HR 1030,34550,2011_12
"Gandy, Margaret Gregory; condolences",HR 1031,34551,2011_12
"Sadri, Dr. Hamid; commend",HR 1032,34571,2011_12
Gwinnett Federal Credit Union; SKOK St. Brothers Albert; partnership; recognize,HR 1033,34572,2011_12
"Cropf, Dr. Robert A.; commend",HR 1034,34573,2011_12
"Lefton, Hannah; commend",HR 1035,34574,2011_12
"Barber, Ms. Brittne; commend",HR 1036,34575,2011_12
"Howard, Mr. Tim; commend",HR 1037,34576,2011_12
"Drummond, Dr. Gavin; commend",HR 1038,34577,2011_12
"Shackelford, Matthew; commend",HR 1039,34578,2011_12
"Whelchel, John L.; commend",HR 1040,34579,2011_12
Franklin Covenant Baptist Church; 163rd anniversary; recognize,HR 1041,34580,2011_12
"Sanders, Mrs. Michelle Plemons; commend",HR 1042,34581,2011_12
"Whitaker, Michael; commend",HR 1043,34582,2011_12
"Coult-Bailey, Ms. Brenda; commend",HR 1044,34583,2011_12
"Holcomb, Ms. Mary; commend",HR 1045,34584,2011_12
2011 legislative session administrative assistants; commend,HR 1046,34585,2011_12
"Baird, Mrs. Kim; commend",HR 1047,34586,2011_12
"Trower, Jake; commend",HR 1048,34587,2011_12
"McMurray, Ms. Susan; commend",HR 1049,34588,2011_12
"Ellison, Mrs. Addie Kate Taylor; 100th birthday; commend",HR 1050,34589,2011_12
"Hodges, Dr. Cecil A.; condolences",HR 1051,34592,2011_12
"Crenshaw, Kent Rex; condolences",HR 1052,34593,2011_12
"Usher, Mr. & Mrs. Charles Leon; commend",HR 1053,34594,2011_12
"Timmons, Honorable Jimmie Hodge, Jr.; condolences",HR 1054,34596,2011_12
"Grady, Mr. Willie Frank; 100th birthday; congratulate ",HR 1055,34597,2011_12
Geneva Baptist Church; 100th anniversary; recognize,HR 1056,34598,2011_12
"Houk, Mr. Dean Clifton; condolences",HR 1057,34599,2011_12
Albany Technical College; 50th anniversary; recognize,HR 1058,34600,2011_12
"Williams, Mrs. Maybell Hughes; commend",HR 1059,34601,2011_12
"Gilsinan, Dr. James F.; commend",HR 1060,34602,2011_12
"Caldwell-Pope, Kentavious; commend",HR 1061,34603,2011_12
"Eta Lambda Chapter of Alpha Phi Alpha Fraternity, Inc.; commend",HR 1062,34604,2011_12
"Barrett, Mrs. Jackie Layne; condolences",HR 1063,34605,2011_12
"Gray, Mr Thomas Eugene ""Tommy"", Sr.; condolences",HR 1064,34606,2011_12
Chattahoochee Bend State Park; opening; recognize,HR 1065,34607,2011_12
"Jacques, Mr. Wilfred James; condolences",HR 1066,34608,2011_12
"Chastain, Mrs. Darcile Music; condolences",HR 1067,34609,2011_12
"McDaniel, Ms. Allison L.; condolences",HR 1068,34610,2011_12
"Jacques, Mrs. Aleece Strickland; condolences",HR 1069,34611,2011_12
"McGee, Mr. J. Baker; condolences",HR 1070,34612,2011_12
"Moore, Reverend, Dr. George, Sr.; retirement; congratulate",HR 1071,34613,2011_12
Right to life; vested from moment of fertilization; provide - CA,HR 1072,34595,2011_12
"Davis, Mr. Erroll B., Jr.; retirement; recognize",HR 1073,34617,2011_12
"Crosby, Mr. Tom, Jr.; condolences",HR 1074,34624,2011_12
"Porterfield, Mr. Rob; commend",HR 1075,34625,2011_12
Historically Black Colleges and Universities Network; Georgia; recognize,HR 1076,34626,2011_12
"Alou, Mrs. Susan Harman; commend",HR 1077,34644,2011_12
"Frazier, Dr. Wayne; commend",HR 1078,34629,2011_12
"Mendheim, Ms. Susan McNeill; commend",HR 1079,34632,2011_12
2011 Class of Leadership McDuffie; commend,HR 1080,34633,2011_12
"Byers, Stanley; commend",HR 1081,34635,2011_12
"Reed, David Ronald; condolences",HR 1082,34636,2011_12
"Mitchell, Ms. Ashlee J.; commend",HR 1083,34637,2011_12
"Williams, Ms. Pam; commend",HR 1084,34641,2011_12
"Wheeler, Professor Jacqueline S.; commend ",HR 1085,34645,2011_12
"McKeen, William; commend",HR 1086,34646,2011_12
"Sikes, Ms. Mary Ann; commend",HR 1087,34647,2011_12
"Bentley, Mr. Darryl K.; commend",HR 1088,34648,2011_12
Wheeler High School; commend,HR 1089,34649,2011_12
Walton High School; commend,HR 1090,34650,2011_12
Henry W. Grady High School Mock Trial Team; commend,HR 1091,34651,2011_12
Jack and Jill of America; Savannah Chapter; recognize,HR 1092,34652,2011_12
Boards of education; funding to retrofit school buses; pollution control; urge,HR 1093,34658,2011_12
Federal government; oppose state bailouts,HR 1094,35000,2011_12
Congress; proposing an amendment to the Constitution; call a convention,HR 1095,35002,2011_12
House convened; notify Senate,HR 1096,35014,2011_12
Joint session; message from Governor,HR 1097,35015,2011_12
Joint session; message from Chief Justice of the Supreme Court,HR 1098,35016,2011_12
Adjournment; relative to,HR 1099,35018,2011_12
Georgia Tech Student Day at the capitol; recognize,HR 1100,35020,2011_12
"Floyd, Don; Covington Fire Chief; recognize",HR 1101,35021,2011_12
"Thorington, Adria; University of Georgia Amazing Student; recognize",HR 1102,35022,2011_12
Deputy James D. Paugh Memorial Highway; Richmond County; dedicate,HR 1103,35037,2011_12
"Munson, Larry; recognize life; invite family to House",HR 1104,35064,2011_12
"Sellers, Matthew; commend and invite to House",HR 1105,35065,2011_12
Dobbins Middle School; Paulding County Civics Day; commend,HR 1106,35066,2011_12
"Jenkins, Congressman Edgar Lanier; condolences ",HR 1107,35067,2011_12
"Powell, Zachary; commend",HR 1108,35068,2011_12
"Ulrich, James ""Jamie"" Autry; commend",HR 1109,35069,2011_12
"Moore, Sophie Sydney; condolences",HR 1110,35070,2011_12
Effingham YMCA Christian Leadership Academy; recognize,HR 1111,35071,2011_12
